,0,1,2,3
67,ASENS LLODRÀ," Sí, señor presidente, pero decir que se cree que hay racismo institucional es una opinión; igual que es una opinión decir que hay efecto llamada. ",2020-06-09,100
68,PRESIDENTE," Ya está, no hay más palabras. Claro, todas las opiniones se vierten en las intervenciones de los portavoces. Y está la ministra que tendrá su momento para responderlas, ya está, no hay más. (La señora Vehí Cantenys pide la palabra) . ",2020-06-09,100
69,VEHÍ CANTENYS," Señor presidente, que hay muertes en el Estado español por racismo institucional es una cuestión objetiva. Lo suyo es una opinión racista. ",2020-06-09,100
70,PRESIDENTE, Se ha acabado la discusión. No tiene la palabra. ,2020-06-09,100
71,VEHÍ CANTENYS, Este señor está expresando una opinión racista que vincula la pobreza con la migración y esta señora ha expresado una realidad objetiva. ,2020-06-09,100
72,PRESIDENTE," Se ha acabado. No tiene la palabra. Ya está. Las opiniones se expresan y luego se rebaten, pero cuando se tiene la palabra, no cuando no se tiene. Por el Grupo Parlamentario Popular en el Congreso, tiene la palabra el señor Garcés Sanagustín. ",2020-06-09,100
73,GARCÉS SANAGUSTÍN," Muchísimas gracias, señor presidente. Muchas gracias, señora ministra. Ha empezado diciendo algo con lo que estoy completamente de acuerdo; hay que saber combinar lo que es urgente y lo que es importante, en la vida misma, en la acción interior, en la acción exterior. Forma parte de esos equilibrios permanentes que al final hacen que seamos mejores o que seamos peores, pero tengo que reconocerle, y es la verdad, una afirmación y una evidencia: ustedes las urgencias las han plagado de ausencias y en los temas importantes las soluciones han sido muy inoperantes. Si cogemos toda la prensa internacional o todos los indicadores de los grandes institutos internacionales, públicos o privados, veremos que España ya está a la cabeza prácticamente de todos los indicadores, y no precisamente por razones positivas. Hay un grave deterioro de la marca España, que estoy convencido de que no le gusta y que tenemos que remontarlo, señora ministra; si ahí podemos trabajar juntos todo lo que quieran, pero, evidentemente, se han producido muchas zonas de sombra en la crisis sanitaria. Este es un país que todavía no conoce el número de fallecidos que hay. Encabezamos, probablemente, la lista de países en los que no se conoce el número exacto de fallecidos. Hemos tenido zonas oscuras en la gestión aduanera, hemos tenido problemas en la provisión de bienes y servicios cuando hemos comprado en los mercados internacionales. Algo ha fallado, señora ministra, es bueno reconocerlo y si lo reconoce, desde luego, creo que avanzaremos. Pero usted ha hecho hoy dos afirmaciones que me cuesta escuchar de una ministra de Asuntos Exteriores del Reino de España -eso que denomina Estado español alguna compareciente es el Reino de España-. Fíjese, la contradicción dialéctica en la que ha incurrido; usted ha llegado a decir que hemos tenido dos hitos históricos fenomenales a lo largo de la historia española que son: en primer lugar, los Pactos de la Moncloa, que se citan constantemente, igual que el Plan Marshall, constantemente, -a propósito, el Plan Marshall es un plan liberal puro y duro, ahora lo vamos a ver- y, en segundo lugar, el ingreso de España en la Unión Europea. Pues usted ha dicho que la Unión Europea padece una crisis existencial y que la democracia liberal, que es una economía de mercado que nace en los Pactos de la Moncloa, también padece una crisis. Me parece muy grave y le pediría que acote en su réplica el pronunciamiento que ha hecho, porque la Unión Europea no padece una crisis existencial. Evidentemente, está sujeta a transformaciones y mutaciones en una agenda reformista de la cual participamos todos, pero negar la esencia misma y la raíz de la Unión Europea como un proyecto de valores comunes y liberales, creo que es un error por parte de la ministra de Asuntos Exteriores, que estoy convencido de que modulará en su turno de réplica. En segundo lugar, nosotros tampoco ponemos en cuestión el Estado liberal. Le recuerdo un discurso de Winston Churchill en el año 1946 -sí, sí, ríase, señora ministra-, en Zürich, cuando dijo aquello de: Que Europa se levante. Sí, no sé si usted sabe citar, pero le pediría, por favor, que las caras las reprima cuando está dirigiéndose al portavoz del Partido Popular. Sí, señora ministra, dijo eso, que Europa se levante. Curiosamente, algunos socios de su Gobierno dicen que Europa se postre, que Europa se postre porque para algunos socios de su Gobierno que han hablado, precisamente Europa es una especie de gran acreedor al que podemos recurrir en una combinación extraña entre solidaridad y corresponsabilidad. Sí, usted ha anudado los dos principios de una manera un tanto extraña, pero me gustaría que eso lo explicara. ¿Usted cree que son pertinentes y ayudan en este proceso que tenemos ahora mismo de búsqueda de financiación comunitaria -en un proceso solidario y comanditario, evidentemente, señora ministra- que haya declaraciones, como las del vicepresidente segundo del Gobierno, en las que cuestione la dinámica norte-sur europea y en las que llegue a cuestionar, en un proceso destituyente, la propia razón de ser de la Unión Europea? Yo creo que no es de rigor. Me gustaría que manifestara su opinión ante estas declaraciones sobre la propia Unión Europea. En segundo lugar, España tiene una visión claramente atlantista. Desde esta posición yo distinguiría dos polos: el polo Estados Unidos y el polo de América Latina; la Nicaragua de Rubén Darío, la Venezuela de Rómulo Gallegos -sería bueno que algún comunista y redentor leyera alguna de las novelas de Rómulo Gallegos para comprender cómo eran los totalitarismos hace cien años también- o, por ejemplo, la Cuba de Reinaldo Arenas. En este proceso, en el que ha habido debilitamiento como consecuencia precisamente de la pandemia, se ha producido una mayor presión sobre determinados pueblos oprimidos, la democracia se ha yugulado ante la satrapía, la política está sucumbiendo ante la antipolítica. En este sentido, ¿usted cree que, después de la pandemia, hay que mantener esa política de equidistancia insoportable entre los que oprimen y los que son oprimidos? ¿Qué le puede decir al pueblo de Venezuela, cuando todavía se han debilitado más las condiciones de vida y se han diezmado más las condiciones sociales durante la pandemia? Lo que no se ha diezmado ni va a menguar de ninguna manera es la conciencia cívica y democrática de todos los venezolanos. Y en relación con Estados Unidos me gustaría que me manifestara una opinión; ¿qué piensa de las declaraciones de Rodríguez Zapatero cuando dijo que había que colocar a Estados Unidos en una situación imposible hace tres semanas? ¿En qué consiste la situación imposible? ¿La comparte el Gobierno de España? Es verdad que es la primera vez que Estados Unidos no lidera una crisis internacional, pero sí me gustaría saber si se va a producir un proceso de desacoplamiento y, si se produce, cuáles van a ser las bases de las relaciones entre España, Unión Europea y, evidentemente, Estados Unidos. Por último, la tercera vía es la visión o vertiente mediterránea y asiática. Hablando de Asia y China, ¿me puede usted decir cómo van a ser las nuevas relaciones con China? ¿También va a haber un desacoplamiento institucional? ¿Va a haber un proceso en el que va a imperar la reciprocidad o vamos a seguir manteniendo unas relaciones como las hemos mantenido hasta ahora? Y una última frase. . . ",2020-06-09,100
74,PRESIDENTE, Frase. ,2020-06-09,100
75,GARCÉS SANAGUSTÍN," . . . es para agradecer a la ministra su comparecencia, pase lo que pase, si no la vuelvo a interpelar, que todo vaya bien si no nos volvemos a encontrar y, si nos volvemos a encontrar, evidentemente, lo mejor para usted y lo mejor para el país, como no puede ser de otra manera. Muchas gracias, señor presidente. ",2020-06-09,100
76,PRESIDENTE," Era una frase, no perifrástica. Muchas gracias, señor Garcés. Por el Grupo Parlamentario Socialista, tiene la palabra el señor Gómez Hernández. ",2020-06-09,100
77,GÓMEZ HERNÁNDEZ," Muchas gracias, señor presidente. Muchas gracias, señora ministra de Asuntos Exteriores. Quiero reconocer en estas primeras palabras, desde luego, la labor desarrollada por el ministerio, por toda la estructura diplomática y por todo su equipo en este periodo de tiempo tan complejo, tan adverso, con situaciones tan complejas y sin saber realmente qué iba a suceder al día siguiente o a la semana siguiente ante la evolución de la pandemia, pero se afrontó con valentía todo el proceso de repatriación, también dentro del marco de protección civil de la Unión Europea, y se desarrolló una labor ingente. Evidentemente, como en todo proceso hay aspectos a mejorar -entiendo que su ministerio toma nota-, pero en líneas generales ha sido un trabajo enorme, brutal, que ha puesto de alguna manera a prueba la estructura del Ministerio de Asuntos Exteriores y ha estado a la altura. Lógicamente, ahora hay que asumir muchos retos de trabajo en el exterior, de fortalecimiento de la imagen, de fortalecimiento de la posición de España en el exterior, que no es un tema menor. Y ante la avalancha de preguntas a propósito de este aspecto, yo también me pregunto qué hacen los partidos políticos y los grupos parlamentarios por facilitar un clima de consenso, de diálogo, para que esa imagen en el exterior sea la que España merece. No nos olvidemos de lo que representa España hoy en el exterior y de lo que ha representado en las últimas décadas, y no hablo solamente desde la perspectiva turística. Antes de continuar con una serie de cuestiones, señora ministra, me gustaría hacer alguna consideración a propósito de las intervenciones realizadas hasta el momento. Creo que en esta Comisión tenemos un propósito que es elevar los grupos parlamentarios propuestas para encauzar desde el Congreso de los Diputados iniciativas con el fin de mejorar la acción del Gobierno. Es el compromiso que tenemos con la ciudadanía y con ese propósito nace esta Comisión; no nace con el propósito de dar continuidad a la dinámica de otras Comisiones para fiscalizar al Gobierno o desgastarlo. Hoy hemos vivido aquí intervenciones orientadas exclusivamente a eso, pero no he oído propuestas, ni una sola propuesta. Nuestro grupo está en esa dirección. Se reclama aquí incluso información, pero, bueno, si ha sido pública: reuniones de los ministros de Exteriores en el marco de la Unión Europea; reuniones, en este caso por videoconferencias, de la ministra de Exteriores con ministros de otros países; reuniones de ministros y ministras de Turismo en el ámbito Schengen para coordinar acciones. Ha sido la propia OMS, la Organización Mundial de la Salud, la que ha dado a conocer los diferentes encuentros y conversaciones que se han mantenido con el Gobierno de España. ¿Dónde está el propósito de ocultar información? Sí, ha sido así; sí ha sido así, claro que ha sido así. Pero en esa línea de construcción, yo tengo que decir que no nos podemos perder en temas menores que también han sido objeto de debate en este Congreso en el Pleno y en las propias Comisiones: aquí se ha hablado de Marruecos, del Ramadán, pero no se ha hablado de la Navidad, tampoco de la Pascua; de las pymes ya adelantamos que no van a recibir ayuda alguna, nos adelantamos a los planes operativos; nos adelantamos absolutamente a todo con una visión apocalíptica y nada constructiva. Y eso, honestamente, lo digo desde una óptica propositiva; no estoy utilizando aquí mi intervención para confrontar políticamente; vamos a plantearnos esto desde una perspectiva de compromiso con la ciudadanía; no seamos oportunistas e intentemos sacar rédito político constantemente, en cada segundo de intervención; seamos constructivos. Hay un aspecto a considerar que ha trasladado el portavoz del Grupo Popular; no lo podían evitar, parece que es inevitable: el Partido Popular-Venezuela, Venezuela-el Partido Popular, también en una Comisión de Reconstrucción. Yo no quiero recordarles lo que ya trasladé en el Pleno de la Cámara sobre las ayudas que tramitaron para los venezolanos cuando gobernaba el Partido Popular. Las ayudas para los españoles retornados que habían estado en Venezuela fueron muy limitadas, escasamente limitadas en ocho años: han dado dieciséis ayudas de cobertura internacional. Sin embargo, en estos escasos dos años de Gobierno del Partido Socialista y ahora en coalición, usted sabe perfectamente la cifra, la conoce. Eso está lejos de los excesos en la utilización de los recursos lingüísticos. Vamos a comprometernos realmente con acciones concretas que ayuden a la ciudadanía y también a los retornados. Señora ministra, me gustaría hacerle dos preguntas muy rápidas, ando muy justo de tiempo. En primer lugar, Unión Europea como actor global, relaciones con América Latina, Latam, y África, creo que es importante que nos traslade esa visión y, además, el papel del G-20, que jugó un papel determinante en la crisis anterior; qué papel está jugando en esta, qué valoración hace. En segundo lugar, su visión a propósito del nuevo modelo de cooperación. Y sin más, espero que se lleve una impresión de estos grupos parlamentarios con propósito constructivo y positivo. Muchísimas gracias. (Aplausos) . ",2020-06-09,100
